,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN,F_name,M_name,name_match
1062,PG14356,,The Emperor of Portugallia,"Lagerlöf, Selma",1858.0,1940.0,['en'],26,"{'Sweden -- Fiction', 'Fathers and daughters -- Fiction'}",,The Emperor of Portugallia,Lagerlöf,http://www.wikidata.org/entity/Q495166,http://www.wikidata.org/entity/Q44519,1858.0,Selma Lagerlöf,Q495166,Q44519,Selma Lagerlöf,empty,100
1063,PG14363,,"The Worst Journey in the World: Antarctic, 1910-1913","Cherry-Garrard, Apsley",1886.0,1959.0,['en'],417,"{'Scott, Robert Falcon, 1868-1912 -- Travel -- Antarctica', 'Cherry-Garrard, Apsley, 1886-1959 -- Travel -- Antarctica', 'British Antarctic (""Terra Nova"") Expedition (1910-1913)', 'Antarctica -- Discovery and exploration -- British'}",,The Worst Journey in the World,Cherry-Garrard,http://www.wikidata.org/entity/Q385926,http://www.wikidata.org/entity/Q498976,1886.0,Apsley Cherry-Garrard,Q385926,Q498976,Apsley Cherry-Garrard,empty,100
1064,PG1438,,No Name,"Collins, Wilkie",1824.0,1889.0,['en'],233,"{'Young women -- Fiction', 'Psychological fiction', 'England -- Fiction', 'Illegitimacy -- Fiction', 'Orphans -- Fiction', 'Disinheritance -- Fiction', 'Sisters -- Fiction'}",,No Name,Collins,http://www.wikidata.org/entity/Q7044605,http://www.wikidata.org/entity/Q210740,1824.0,Wilkie Collins,Q7044605,Q210740,Wilkie Collins,empty,100
1065,PG14396,,His Family,"Poole, Ernest",1880.0,1950.0,['en'],38,"{'Family -- Fiction', 'New York (N.Y.) -- Social conditions -- Fiction'}",,His Family,Poole,http://www.wikidata.org/entity/Q5771986,http://www.wikidata.org/entity/Q782813,1880.0,Ernest Cook Poole,Q5771986,Q782813,Ernest Poole,empty,83
1066,PG143,,The Mayor of Casterbridge,"Hardy, Thomas",1840.0,1928.0,['en'],1133,"{'Fathers and daughters -- Fiction', 'Mayors -- Fiction', 'Runaway husbands -- Fiction', 'Wessex (England) -- Fiction', 'Psychological fiction', 'Men -- England -- Fiction', 'Atonement -- Fiction'}",,The Mayor of Casterbridge,Hardy,http://www.wikidata.org/entity/Q2343169,http://www.wikidata.org/entity/Q132805,1840.0,Thomas Hardy,Q2343169,Q132805,Thomas Hardy,empty,100
1068,PG14407,,The Tale of Benjamin Bunny,"Potter, Beatrix",1866.0,1943.0,['en'],571,{'Rabbits -- Juvenile fiction'},,The Tale of Benjamin Bunny,Potter,http://www.wikidata.org/entity/Q591892,http://www.wikidata.org/entity/Q214565,1866.0,Beatrix Potter,Q591892,Q214565,Beatrix Potter,empty,100
1069,PG14409,,Esther,"Adams, Henry",1838.0,1918.0,['en'],18,"{'Women painters -- Fiction', 'Bildungsromans', 'Clergy -- Fiction', 'Man-woman relationships -- Fiction'}",,Esther,Adams,http://www.wikidata.org/entity/Q5401132,http://www.wikidata.org/entity/Q458390,1838.0,Henry Brooks Adams,Q5401132,Q458390,Henry Adams,empty,76
1071,PG1441,,The Story of an African Farm,"Schreiner, Olive",1855.0,1920.0,['en'],490,"{'Farm life -- Fiction', 'Feminists -- Fiction', 'Young women -- Fiction', 'Historical fiction', 'Bildungsromans', 'Africa, Southern -- Fiction'}",,The Story of an African Farm,Schreiner,http://www.wikidata.org/entity/Q7766827,http://www.wikidata.org/entity/Q151180,1855.0,Olive Schreiner,Q7766827,Q151180,Olive Schreiner,empty,100
1072,PG14422,,The Promise of American Life,"Croly, Herbert David",1869.0,1930.0,['en'],148,"{'United States -- Politics and government', 'Political science -- United States -- History', 'United States -- Social conditions -- 1865-1918', 'Progressivism (United States politics)'}",,The Promise of American Life,Croly,http://www.wikidata.org/entity/Q17123458,http://www.wikidata.org/entity/Q433767,1869.0,Herbert Croly,Q17123458,Q433767,Herbert David Croly,empty,81
1073,PG14426,,London to Ladysmith via Pretoria,"Churchill, Winston",1874.0,1965.0,['en'],70,"{'South African War, 1899-1902', 'Transvaal (South Africa) -- History'}",,London to Ladysmith via Pretoria,Churchill,http://www.wikidata.org/entity/Q6671160,http://www.wikidata.org/entity/Q8016,1874.0,Winston Churchill,Q6671160,Q8016,Winston Churchill,empty,100
1074,PG14460,,"Faust: a Tragedy [part 1], Translated from the German of Goethe","Goethe, Johann Wolfgang von",1749.0,1832.0,['en'],83,"{'German poetry -- Translations into English', 'Magicians -- Drama', 'Faust, -approximately 1540 -- Drama', 'Legends -- Germany -- Drama'}",,Faust,Goethe,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q5879,1749.0,Johann Wolfgang von Goethe,Q29478,Q5879,Johann Wolfgang von Goethe,empty,100
1082,PG21000,,Faust: Eine Tragödie [erster Teil],"Goethe, Johann Wolfgang von",1749.0,1832.0,['de'],1092,"{'Faust, -approximately 1540 -- Drama', 'German poetry', 'Magicians -- Drama', 'Legends -- Germany -- Drama'}",,Faust,Goethe,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q5879,1749.0,Johann Wolfgang von Goethe,Q29478,Q5879,Johann Wolfgang von Goethe,empty,100
1090,PG2229,,Faust: Der Tragödie erster Teil,"Goethe, Johann Wolfgang von",1749.0,1832.0,['de'],1130,"{'Faust, -approximately 1540 -- Drama', 'German poetry', 'Magicians -- Drama', 'Legends -- Germany -- Drama'}",,Faust,Goethe,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q5879,1749.0,Johann Wolfgang von Goethe,Q29478,Q5879,Johann Wolfgang von Goethe,empty,100
1098,PG2230,,Faust: Der Tragödie zweiter Teil,"Goethe, Johann Wolfgang von",1749.0,1832.0,['de'],343,"{'Faust, -approximately 1540 -- Drama', 'German poetry', 'Magicians -- Drama', 'Legends -- Germany -- Drama'}",,Faust,Goethe,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q5879,1749.0,Johann Wolfgang von Goethe,Q29478,Q5879,Johann Wolfgang von Goethe,empty,100
1107,PG1448,,Heidi,"Spyri, Johanna",1827.0,1901.0,['en'],273,"{'Switzerland -- History -- 19th century -- Fiction', 'Mountain life -- Switzerland -- Fiction', 'Orphans -- Fiction', 'Grandfathers -- Fiction'}",,Heidi,Spyri,http://www.wikidata.org/entity/Q271697,http://www.wikidata.org/entity/Q123053,1827.0,Johanna Spyri,Q271697,Q123053,Johanna Spyri,empty,100
1110,PG20271,,Heidi,"Spyri, Johanna",1827.0,1901.0,['en'],96,"{'Switzerland -- History -- 19th century -- Fiction', 'Mountain life -- Switzerland -- Fiction', 'Orphans -- Fiction', 'Grandfathers -- Fiction'}",,Heidi,Spyri,http://www.wikidata.org/entity/Q271697,http://www.wikidata.org/entity/Q123053,1827.0,Johanna Spyri,Q271697,Q123053,Johanna Spyri,empty,100
1113,PG20781,,Heidi: (Gift Edition),"Spyri, Johanna",1827.0,1901.0,['en'],953,"{'Switzerland -- History -- 19th century -- Fiction', 'Mountain life -- Switzerland -- Fiction', 'Orphans -- Fiction', 'Grandfathers -- Fiction'}",,Heidi,Spyri,http://www.wikidata.org/entity/Q271697,http://www.wikidata.org/entity/Q123053,1827.0,Johanna Spyri,Q271697,Q123053,Johanna Spyri,empty,100
1116,PG1449,,The Valley of the Moon,"London, Jack",1876.0,1916.0,['en'],249,"{'Farm life -- Fiction', 'Domestic fiction', 'California -- Fiction', 'Marriage -- Fiction', 'Working class -- Fiction', 'Strikes and lockouts -- Fiction'}",,The Valley of the Moon,London,http://www.wikidata.org/entity/Q1174082,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q1174082,Q45765,Jack London,empty,100
1117,PG144,,The Voyage Out,"Woolf, Virginia",1882.0,1941.0,['en'],580,"{'Love stories', 'Ocean travel -- Fiction', 'Young women -- Fiction', 'Women travelers -- Fiction', 'British -- South America -- Fiction', 'Bildungsromans'}",,The Voyage Out,Woolf,http://www.wikidata.org/entity/Q599198,http://www.wikidata.org/entity/Q40909,1882.0,Virginia Woolf,Q599198,Q40909,Virginia Woolf,empty,100
1118,PG1450,,Pollyanna,"Porter, Eleanor H. (Eleanor Hodgman)",1868.0,1920.0,['en'],1361,"{'Vermont -- History -- 20th century -- Juvenile fiction', 'Cheerfulness -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Interpersonal relations -- Juvenile fiction'}",,Pollyanna,Porter,http://www.wikidata.org/entity/Q2348190,http://www.wikidata.org/entity/Q235368,1868.0,Eleanor H. Porter,Q2348190,Q235368,Eleanor H. Porter,Eleanor Hodgman Porter,100
1120,PG28798,,Pollyanna,"Porter, Eleanor H. (Eleanor Hodgman)",1868.0,1920.0,['en'],113,"{'Orphans -- Juvenile fiction', 'Family life -- Juvenile fiction'}",,Pollyanna,Porter,http://www.wikidata.org/entity/Q2348190,http://www.wikidata.org/entity/Q235368,1868.0,Eleanor H. Porter,Q2348190,Q235368,Eleanor H. Porter,Eleanor Hodgman Porter,100
1122,PG14517,,"France and England in North America, Part VI : Montcalm and Wolfe","Parkman, Francis",1823.0,1893.0,['en'],89,"{'Wolfe, James, 1727-1759', 'Montcalm de Saint-Véran, Louis-Joseph, marquis de, 1712-1759', 'United States -- History -- French and Indian War, 1754-1763 -- Campaigns'}",,France and England in North America,Parkman,http://www.wikidata.org/entity/Q5478317,http://www.wikidata.org/entity/Q1340161,1823.0,Francis Parkman,Q5478317,Q1340161,Francis Parkman,empty,100
1125,PG24457,,"France and England in North America, Part VII, Vol 1: A Half-Century of Conflict","Parkman, Francis",1823.0,1893.0,['en'],35,"{'United States -- History -- Colonial period, ca. 1600-1775', 'Canada -- History -- To 1763 (New France)'}",,France and England in North America,Parkman,http://www.wikidata.org/entity/Q5478317,http://www.wikidata.org/entity/Q1340161,1823.0,Francis Parkman,Q5478317,Q1340161,Francis Parkman,empty,100
1128,PG3721,,"France and England in North America, Part I: Pioneers of France in the New World","Parkman, Francis",1823.0,1893.0,['en'],140,"{'Champlain, Samuel de, 1574-1635', 'Florida -- History -- Huguenot colony, 1562-1565', 'Canada -- History -- To 1763 (New France)'}",,France and England in North America,Parkman,http://www.wikidata.org/entity/Q5478317,http://www.wikidata.org/entity/Q1340161,1823.0,Francis Parkman,Q5478317,Q1340161,Francis Parkman,empty,100
1131,PG14522,,The Canterville Ghost,"Wilde, Oscar",1854.0,1900.0,['en'],2199,"{'Ghosts -- Fiction', 'England -- Fiction'}",,The Canterville Ghost,Wilde,http://www.wikidata.org/entity/Q288020,http://www.wikidata.org/entity/Q30875,1854.0,Oscar Wilde,Q288020,Q30875,Oscar Wilde,empty,100
1133,PG20599,,The Canterville Ghost,"Wilde, Oscar",1854.0,1900.0,['en'],82,"{'Ghosts -- Fiction', 'England -- Fiction'}",,The Canterville Ghost,Wilde,http://www.wikidata.org/entity/Q288020,http://www.wikidata.org/entity/Q30875,1854.0,Oscar Wilde,Q288020,Q30875,Oscar Wilde,empty,100
1135,PG14540,,When William Came,Saki,1870.0,1916.0,['en'],112,{'London (England) -- Fiction'},,When William Came,Saki,http://www.wikidata.org/entity/Q7992821,http://www.wikidata.org/entity/Q311526,1870.0,Saki,Q7992821,Q311526,Saki,empty,100
1136,PG14565,,"Cosmos: A Sketch of the Physical Description of the Universe, Vol. 1","Humboldt, Alexander von",1769.0,1859.0,['en'],269,"{'Science -- History', 'Physical geography', 'Cosmography', 'Astronomy'}",,Cosmos,Humboldt,http://www.wikidata.org/entity/Q584294,http://www.wikidata.org/entity/Q6694,1769.0,Alexander von Humboldt,Q584294,Q6694,Alexander von Humboldt,empty,100
1137,PG14579,,Simon Called Peter,"Keable, Robert",1887.0,1927.0,['en'],38,"{'World War, 1914-1918 -- Fiction'}",,Simon Called Peter,Keable,http://www.wikidata.org/entity/Q7518400,http://www.wikidata.org/entity/Q15442136,1887.0,Robert Keable,Q7518400,Q15442136,Robert Keable,empty,100
1138,PG14597,,The Woman Thou Gavest Me; Being the Story of Mary O'Neill,"Caine, Hall, Sir",1853.0,1931.0,['en'],40,"{'Married women -- Fiction', 'Man-woman relationships -- Fiction'}",,The Woman Thou Gavest Me,Caine,http://www.wikidata.org/entity/Q85808870,http://www.wikidata.org/entity/Q2331144,1853.0,Hall Caine,Q85808870,Q2331144,Hall Caine,empty,100
1139,PG145,,Middlemarch,"Eliot, George",1819.0,1880.0,['en'],25822,"{'Love stories', 'Domestic fiction', 'Didactic fiction', 'Young women -- Fiction', 'Married people -- Fiction', 'England -- Fiction', 'City and town life -- Fiction', 'Bildungsromans'}",,Middlemarch,Eliot,http://www.wikidata.org/entity/Q313129,http://www.wikidata.org/entity/Q131333,1819.0,George Eliot,Q313129,Q131333,George Eliot,empty,100
1140,PG1460,,The Black Dwarf,"Scott, Walter",1771.0,1832.0,['en'],128,"{'Scotland -- Fiction', 'Historical fiction'}",,The Black Dwarf,Scott,http://www.wikidata.org/entity/Q3224969,http://www.wikidata.org/entity/Q79025,1771.0,Walter Scott,Q3224969,Q79025,Walter Scott,empty,100
1141,PG1461,,A Legend of Montrose,"Scott, Walter",1771.0,1832.0,['en'],120,"{'Historical fiction', 'Montrose, James Graham, Marquis of, 1612-1650 -- Fiction', 'Scotland -- History -- Charles I, 1625-1649 -- Fiction'}",,A Legend of Montrose,Scott,http://www.wikidata.org/entity/Q3549611,http://www.wikidata.org/entity/Q79025,1771.0,Walter Scott,Q3549611,Q79025,Walter Scott,empty,100
1142,PG1463,,The Private Papers of Henry Ryecroft,"Gissing, George",1857.0,1903.0,['en'],109,{'English fiction -- 19th century'},,The Private Papers of Henry Ryecroft,Gissing,http://www.wikidata.org/entity/Q17027661,http://www.wikidata.org/entity/Q369790,1857.0,George Gissing,Q17027661,Q369790,George Gissing,empty,100
1143,PG14645,,Unleavened Bread,"Grant, Robert",1852.0,1940.0,['en'],12,{'United States -- Social life and customs -- Fiction'},,Unleavened Bread,Grant,http://www.wikidata.org/entity/Q7897031,http://www.wikidata.org/entity/Q7344917,1852.0,Robert Grant,Q7897031,Q7344917,Robert Grant,empty,100
1144,PG14654,,A Daughter of the Snows,"London, Jack",1876.0,1916.0,['en'],45,"{'Fiction', 'Western stories'}",,A Daughter of the Snows,London,http://www.wikidata.org/entity/Q339852,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q339852,Q45765,Jack London,empty,100
1145,PG14658,,The Road,"London, Jack",1876.0,1916.0,['en'],180,"{'Railroad travel -- United States', 'Prisoners -- United States -- Biography', 'Tramps -- United States -- Biography', 'Authors, American -- 20th century -- Biography', 'Vagrancy -- United States', 'London, Jack, 1876-1916 -- Travel -- United States'}",,The Road,London,http://www.wikidata.org/entity/Q18209556,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q18209556,Q45765,Jack London,empty,100
1147,PG1465,,The Wreck of the Golden Mary,"Dickens, Charles",1812.0,1870.0,['en'],161,"{'Sea stories', 'Gold mines and mining -- Fiction', 'Shipwrecks -- Fiction'}",,The Wreck of the Golden Mary,Dickens,http://www.wikidata.org/entity/Q19102772,http://www.wikidata.org/entity/Q5686,1812.0,Charles Dickens,Q19102772,Q5686,Charles Dickens,empty,100
1148,PG14667,,A Christmas Garland,"Beerbohm, Max, Sir",1872.0,1956.0,['en'],118,{'Parodies'},,A Christmas Garland,Beerbohm,http://www.wikidata.org/entity/Q4655911,http://www.wikidata.org/entity/Q472071,1872.0,Max Beerbohm,Q4655911,Q472071,Max Beerbohm,empty,100
1149,PG1466,,Creatures That Once Were Men,"Gorky, Maksim",1868.0,1936.0,['en'],47,"{'Fiction', 'Short stories, Russian -- Translations into English'}",,Creatures That Once Were Men,Gorky,http://www.wikidata.org/entity/Q19068247,http://www.wikidata.org/entity/Q12706,1868.0,Maxim Gorky,Q19068247,Q12706,Maksim Gorky,empty,87
1150,PG14671,,Dorothy Vernon of Haddon Hall,"Major, Charles",1856.0,1913.0,['en'],41,"{'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction', 'Historical fiction', 'Haddon Hall (England) -- Fiction'}",,Dorothy Vernon of Haddon Hall,Major,http://www.wikidata.org/entity/Q5298663,http://www.wikidata.org/entity/Q5080612,1856.0,Charles Major,Q5298663,Q5080612,Charles Major,empty,100
1151,PG14672,,The Religion of the Ancient Celts,"MacCulloch, J. A. (John Arnott)",1868.0,1950.0,['en'],372,"{'Mythology, Celtic', 'Celts -- Religion'}",,The Religion of the Ancient Celts,MacCulloch,http://www.wikidata.org/entity/Q118225293,http://www.wikidata.org/entity/Q1699168,1868.0,John Arnott MacCulloch,Q118225293,Q1699168,J. A. MacCulloch,John Arnott MacCulloch,100
1152,PG146,,A Little Princess: Being the whole story of Sara Crewe now told for the first time,"Burnett, Frances Hodgson",1849.0,1924.0,['en'],2034,"{'London (England) -- Juvenile fiction', 'Boarding schools -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Schools -- Juvenile fiction'}",,A Little Princess,Burnett,http://www.wikidata.org/entity/Q10483376,http://www.wikidata.org/entity/Q276028,1849.0,Frances Hodgson Burnett,Q10483376,Q276028,Frances Hodgson Burnett,empty,100
1156,PG19514,,A Little Princess,"Burnett, Frances Hodgson",1849.0,1924.0,['en'],137,"{'London (England) -- Juvenile fiction', 'Boarding schools -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Schools -- Juvenile fiction'}",,A Little Princess,Burnett,http://www.wikidata.org/entity/Q10483376,http://www.wikidata.org/entity/Q276028,1849.0,Frances Hodgson Burnett,Q10483376,Q276028,Frances Hodgson Burnett,empty,100
1160,PG23711,,A Little Princess,"Burnett, Frances Hodgson",1849.0,1924.0,['en'],171,"{'London (England) -- Juvenile fiction', 'Boarding schools -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Schools -- Juvenile fiction'}",,A Little Princess,Burnett,http://www.wikidata.org/entity/Q10483376,http://www.wikidata.org/entity/Q276028,1849.0,Frances Hodgson Burnett,Q10483376,Q276028,Frances Hodgson Burnett,empty,100
1164,PG37332,,A Little Princess: Being the whole story of Sara Crewe now told for the first time,"Burnett, Frances Hodgson",1849.0,1924.0,['en'],301,"{'London (England) -- Juvenile fiction', 'Boarding schools -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Schools -- Juvenile fiction'}",,A Little Princess,Burnett,http://www.wikidata.org/entity/Q10483376,http://www.wikidata.org/entity/Q276028,1849.0,Frances Hodgson Burnett,Q10483376,Q276028,Frances Hodgson Burnett,empty,100
1168,PG14712,,Vandover and the Brute,"Norris, Frank",1870.0,1902.0,['en'],47,{'Fiction'},,Vandover and the Brute,Norris,http://www.wikidata.org/entity/Q19881660,http://www.wikidata.org/entity/Q712746,1870.0,Frank Norris,Q19881660,Q712746,Frank Norris,empty,100
1169,PG1472,,In a German Pension,"Mansfield, Katherine",1888.0,1923.0,['en'],157,{'Germany -- Social life and customs -- Fiction'},,In a German Pension,Mansfield,http://www.wikidata.org/entity/Q39050472,http://www.wikidata.org/entity/Q270632,1888.0,Katherine Mansfield,Q39050472,Q270632,Katherine Mansfield,empty,100
1171,PG1475,,Gaudissart II,"Balzac, Honoré de",1799.0,1850.0,['en'],38,{'French fiction -- Translations into English'},,Gaudissart II,Balzac,http://www.wikidata.org/entity/Q3099394,http://www.wikidata.org/entity/Q9711,1799.0,Honoré de Balzac,Q3099394,Q9711,Honoré de Balzac,empty,100
1172,PG1476,,Chance: A Tale in Two Parts,"Conrad, Joseph",1857.0,1924.0,['en'],98,"{'Fathers and daughters -- Fiction', 'Love stories', 'Children of prisoners -- Fiction', 'Young women -- Fiction', ""Ship captains' spouses -- Fiction"", 'Sea stories', 'Psychological fiction'}",,Chance,Conrad,http://www.wikidata.org/entity/Q793748,http://www.wikidata.org/entity/Q82925,1857.0,Joseph Conrad,Q793748,Q82925,Joseph Conrad,empty,100
1174,PG23506,,Chance: A Tale in Two Parts,"Conrad, Joseph",1857.0,1924.0,['en'],70,"{'Fathers and daughters -- Fiction', 'Love stories', 'Children of prisoners -- Fiction', 'Young women -- Fiction', ""Ship captains' spouses -- Fiction"", 'Sea stories', 'Psychological fiction'}",,Chance,Conrad,http://www.wikidata.org/entity/Q793748,http://www.wikidata.org/entity/Q82925,1857.0,Joseph Conrad,Q793748,Q82925,Joseph Conrad,empty,100
